,index,Token,ShortName," ""Series""",CompanyName,ticksize," ""Lotsize"""," ""DateOfListing"""," ""DateOfDeListing"""," ""IssuePrice"""," ""FaceValue"""," ""ISINCode"""," ""52WeeksHigh"""," ""52WeeksLow"""," ""LifeTimeHigh"""," ""LifeTimeLow"""," ""HighDate"""," ""LowDate"""," ""Symbol"""," ""InstrumentType"""," ""PermittedToTrade"""," ""IssueCapital"""," ""WarningPercent"""," ""FreezePercent"""," ""CreditRating"""," ""IssueRate"""," ""IssueStartDate"""," ""InterestPaymentDate"""," ""IssueMaturityDate"""," ""BoardLotQty"""," ""Name"""," ""ListingDate"""," ""ExpulsionDate"""," ""ReAdmissionDate"""," ""RecordDate"""," ""ExpiryDate"""," ""NoDeliveryStartDate"""," ""NoDeliveryEndDate"""," ""MFill"""," ""AON"""," ""ParticipantInMarketIndex"""," ""BookClsStartDate"""," ""BookClsEndDate"""," ""EGM"""," ""AGM"""," ""Interest"""," ""Bonus"""," ""Rights"""," ""Dividends"""," ""LocalUpdateDateTime"""," ""DeleteFlag"""," ""Remarks"""," ""NormalMarketStatus"""," ""OddLotMarketStatus"""," ""SpotMarketStatus"""," ""AuctionMarketStatus"""," ""NormalMarketEligibility"""," ""OddLotlMarketEligibility"""," ""SpotMarketEligibility"""," ""AuctionlMarketEligibility"""," ""MarginPercentage"""," ""ExchangeCode"""
294,294,11593,HDFSEN,EQ,HDFC MUTUAL FUND SENSEX ETF,0.01,1,,,0,2503.0,INF179KC1973,704.92,487.4,704.92,207.5,,,,0,0,0,708.07,472.05,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,HDFCSENETF
295,295,11596,LINPH,EQ,LINCOLN PHARMACEUTICALS LTD,0.01,1,,,0,10.0,INE405C01035,414.7,255.0,414.7,85.05,,,,0,0,0,382.7,255.2,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,LINCOLN
296,296,11602,INDSW,EQ,IND-SWIFT LIMITED,0.01,1,,,0,2.0,INE788B01028,18.5,5.05,88.0,1.9,,,,0,0,0,10.2,9.3,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,INDSWFTLTD
297,297,11606,GUFBIO,EQ,GUFIC BIOSCIENCES LIMITED,0.01,1,,,0,1.0,INE742B01025,290.0,171.75,290.0,2.55,,,,0,0,0,226.65,185.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GUFICBIO
298,298,11610,CRASOF,EQ,CRANES SOFTWARE INTERNATIONAL,0.01,1,,,0,2.0,INE234B01023,49.15,6.75,173.85,6.75,,,,0,0,0,8.3,5.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,CRANESSOFT
299,299,11618,ASTMIC,EQ,ASTRA MICROWAVE PRODUCTS LTD,0.01,1,,,0,2.0,INE386C01029,290.0,146.1,290.0,21.97,,,,0,0,0,257.4,171.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ASTRAMICRO
300,300,1162,GLOTEL,EQ,GTL LIMITED,0.01,1,,,0,10.0,INE043A01012,27.45,7.8,3555.0,0.9,,,,0,0,0,10.6,9.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GTL
301,301,11623,EICHER,BE,EICHER LIMITED,0.01,1,,,0,10.0,INE065A01023,274.9,42.0,274.9,6.0,,,,0,0,0,278.2,251.7,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,EICHER
302,302,11625,EDENI,EQ,EDELWEISS ETF NIFTY BANK,0.01,1,,,0,10.0,INF754K01EL1,0.0,0.0,4398.0,1420.0,,,,0,0,0,3962.33,3241.91,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,EBANK
303,303,11626,WELEN,EQ,WELSPUN ENTERPRISES LIMITED,0.01,1,,,0,10.0,INE625G01013,113.8,69.0,203.0,7.9,,,,0,0,0,116.7,77.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,WELENT
304,304,11630,NTPC,EQ,NTPC LIMITED,0.01,1,,,0,10.0,INE733E01010,166.35,111.95,242.29,58.33,,,,0,0,0,165.8,135.7,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,NTPC
305,305,11634,SALSTE,EQ,SAL STEEL LTD,0.01,1,,,0,10.0,INE658G01014,17.6,7.45,33.5,0.95,,,,0,0,0,8.8,8.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SALSTEEL
306,306,1164,NEWSOF,EQ,NEWGEN SOFTWARE TECHNOLOGIES,0.01,1,,,0,10.0,INE619B01017,700.0,323.75,755.0,96.0,,,,0,0,0,459.7,306.5,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,NEWGEN
307,307,11647,KOTSUG,EQ,KOTHARI SUGAR & CHEMICALS,0.01,1,,,0,10.0,INE419A01022,50.25,27.75,144.0,0.1,,,,0,0,0,41.5,27.7,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,KOTARISUG
308,308,11654,DRLAL,EQ,DR. LAL PATHLABS LIMITED,0.01,1,,,0,10.0,INE600L01024,4245.5,1805.55,4245.5,696.5,,,,0,0,0,2224.3,1819.9,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,LALPATHLAB
309,309,11655,JBMAUT,EQ,JBM AUTO LIMITED,0.01,1,,,0,2.0,INE927D01044,674.8,172.94,674.8,1.33,,,,0,0,0,466.55,422.15,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,JBMA
310,310,11662,BCPOW,EQ,B.C. POWER CONTROLS LIMITED,0.01,1,,,0,2.0,INE905P01028,8.9,3.45,0.0,0.0,,,,0,0,0,4.95,3.35,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,BCP
311,311,11667,DWASUG,EQ,DWARIKESH SUGAR INDUSTRIES LTD,0.01,1,,,0,1.0,INE366A01041,148.45,62.5,148.45,1.41,,,,0,0,0,135.0,90.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,DWARKESH
312,312,11671,PREADV,EQ,PRESSMAN ADVERTISING LIMITED,0.01,1,,,0,2.0,INE980A01023,53.5,25.3,88.0,1.0,,,,0,0,0,46.5,42.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,PRESSMN
313,313,11677,INDREM,EQ,INDOCO REMEDIES LIMITED,0.01,1,,,0,2.0,INE873D01024,530.25,322.7,530.25,13.87,,,,0,0,0,455.45,303.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,INDOCO
314,314,1168,GMBREW,EQ,GM BREWERIES LIMITED,0.01,1,,,0,10.0,INE075D01018,923.0,505.5,966.4,1.56,,,,0,0,0,697.95,465.35,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GMBREW
315,315,11684,IMPFER,BE,IMPEX FERRO TECH LIMITED,0.01,1,,,0,10.0,INE691G01015,16.05,0.85,27.35,0.2,,,,0,0,0,7.2,6.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,IMPEXFERRO
316,316,11689,SUPENG,EQ,SUPRAJIT ENGINEERING LIMITED,0.01,1,,,0,1.0,INE399C01030,474.9,272.05,474.9,3.52,,,,0,0,0,411.6,274.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SUPRAJIT
317,317,11699,PATEN,EQ,PATEL ENGINEERING LIMITED,0.01,1,,,0,1.0,INE244B01030,34.95,12.85,450.04,7.8,,,,0,0,0,24.65,22.35,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,PATELENG
318,318,11703,ALKLAB,EQ,ALKEM LABORATORIES LIMITED,0.01,1,,,0,2.0,INE540L01014,4070.0,2828.0,4070.0,1152.5,,,,0,0,0,3571.35,2922.05,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ALKEM
319,319,11705,XCHSOL,EQ,XCHANGING SOLUTIONS LIMITED,0.01,1,,,0,10.0,INE692G01013,141.0,55.8,357.7,6.2,,,,0,0,0,87.95,58.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,XCHANGING
320,320,11719,UTVSOF,EQ,UTV SOFTWARE COMMUNICATIONS LT,0.01,1,,,0,10.0,INE507B01022,1088.65,455.0,1088.65,112.0,,,,0,0,0,1300.1,866.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,UTVSOF
321,321,11723,JSWSTE,EQ,JSW STEEL LIMITED,0.01,1,,,0,1.0,INE019A01038,790.0,520.05,790.0,0.19,,,,0,0,0,643.3,526.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,JSWSTEEL
322,322,11731,JINPHO,EQ,CONSOLIDATED FINVEST & HOLDING,0.01,1,,,0,10.0,INE025A01027,242.0,110.0,710.0,15.15,,,,0,0,0,152.15,101.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,CONSOFINVT
323,323,11739,SHRCIT,EQ,SHRIRAM-CITY UNION FINANCE LTD,0.01,1,,,0,10.0,INE722A01011,2602.0,1416.05,2616.4,32.9,,,,0,0,0,2269.2,1512.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SHRIRAMCIT
324,324,1174,GNFC,EQ,GUJARAT NARMADA FER & CHEM LTD,0.01,1,,,0,10.0,INE113A01013,912.0,314.1,912.0,11.0,,,,0,0,0,720.05,589.15,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GNFC
325,325,11743,JINPH,EQ,JINDAL PHOTO LIMITED,0.01,1,,,0,10.0,INE796G01012,484.85,70.25,484.85,7.25,,,,0,0,0,265.65,177.15,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,JINDALPHOT
326,326,11762,JIYECO,BE,JIYA ECO PRODUCTS LIMITED,0.01,1,,,0,10.0,INE023S01016,12.45,4.55,57.8,4.55,,,,0,0,0,3.65,3.35,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,JIYAECO
327,327,11763,JAIPOW,EQ,JAIPRAKASH POWER VENTURES LIMI,0.01,1,,,0,10.0,INE351F01018,11.15,3.35,143.4,0.35,,,,0,0,0,7.0,5.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,JPPOWER
328,328,11773,VISFAB,EQ,VISHAL FABRICS LIMITED,0.01,1,,,0,5.0,INE755Q01025,49.2,22.2,0.0,0.0,,,,0,0,0,29.55,19.75,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,VISHAL
329,329,11778,GOKEXP,EQ,GOKALDAS EXPORTS LIMITED,0.01,1,,,0,5.0,INE887G01027,519.9,180.55,519.9,24.0,,,,0,0,0,397.65,265.15,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GOKEX
330,330,1178,GODFER,EQ,GODAVARI FERTILISERS LTD,0.01,1,,,0,10.0,INE507C01012,209.0,100.4,209.0,5.0,,,,0,0,0,203.65,135.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GODAVRFERT
331,331,11782,EVEIND,EQ,EVEREADY INDUSTRIES INDIA LTD,0.01,1,,,0,5.0,INE128A01029,413.45,255.25,464.25,9.5,,,,0,0,0,399.5,266.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,EVEREADY
332,332,11786,ELDPHA,BE,ELDER PHARMACEUTICALS LIMITED,0.01,1,,,0,10.0,INE975A01015,165.0,66.6,474.0,20.35,,,,0,0,0,39.9,36.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ELDERPHARM
333,333,11787,ERAINF,BE,Era INFRA ENGINEERING LIMITED,0.01,1,,,0,2.0,INE039E01020,10.0,1.75,243.8,1.75,,,,0,0,0,1.55,1.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ERAINFRA
334,334,11791,WIMCO,BE,WIMCO LTD,0.01,1,,,0,1.0,INE333A01025,60.45,30.1,60.45,4.1,,,,0,0,0,53.4,48.35,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,WIMCOLTD
335,335,11794,SAKSOF,EQ,SAKSOFT LIMITED,0.01,1,,,0,10.0,INE667G01015,1175.0,633.15,1175.0,26.7,,,,0,0,0,1150.1,766.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SAKSOFT
336,336,11798,ALLTEC,EQ,ALLSEC TECHNOLOGIES LIMITED,0.01,1,,,0,10.0,INE835G01018,747.9,387.05,747.9,9.0,,,,0,0,0,516.75,344.55,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ALLSEC
337,337,11809,IIFHOL,EQ,IIFL FINANCE LIMITED,0.01,1,,,0,2.0,INE530B01024,396.0,252.15,874.0,15.34,,,,0,0,0,413.15,275.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,IIFL
338,338,1181,GODPHI,EQ,GODFREY PHILLIPS INDIA LIMITED,0.01,1,,,0,2.0,INE260B01028,1408.75,933.0,1662.8,21.6,,,,0,0,0,1319.85,879.95,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GODFRYPHLP
339,339,11813,SHOSTO,EQ,SHOPPERS STOP LIMITED,0.01,1,,,0,5.0,INE498B01024,597.9,225.5,597.9,57.97,,,,0,0,0,672.2,448.2,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SHOPERSTOP
340,340,11817,MANDRU,EQ,MANGALAM DRUGS AND ORGANICS LT,0.01,1,,,0,10.0,INE584F01014,196.95,95.5,442.4,3.5,,,,0,0,0,176.45,117.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MANGALAM
341,341,11821,WELCOR,EQ,WELSPUN CORP LIMITED,0.01,1,,,0,5.0,INE191B01025,250.65,105.85,539.0,21.35,,,,0,0,0,260.55,173.75,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,WELCORP
342,342,11829,STESW,EQ,STEEL STRIPS WHEELS LTD,0.01,1,,,0,5.0,INE802C01025,979.2,600.5,979.2,15.3,,,,0,0,0,987.4,658.3,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SSWL
343,343,11840,NARHRU,EQ,NARAYANA HRUDAYALAYA LIMITED,0.01,1,,,0,10.0,INE410P01011,777.0,468.3,777.0,182.8,,,,0,0,0,809.55,539.75,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,NH
344,344,11841,KENIN,EQ,KENNAMETAL INDIA LIMTIED,0.01,1,,,0,10.0,INE717A01029,2300.0,1160.0,2300.0,42.55,,,,0,0,0,2612.9,1742.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,KENNAMET
345,345,11842,CYBMED,EQ,CYBER MEDIA (INDIA) LIMITED,0.01,1,,,0,10.0,INE278G01037,48.35,8.6,190.0,2.0,,,,0,0,0,16.85,15.25,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,CYBERMEDIA
346,346,1185,AMBEN,EQ,AMBER ENTERPRISES INDIA LTD,0.01,1,,,0,10.0,INE371P01015,4025.95,2040.0,4025.95,622.0,,,,0,0,0,2991.1,1994.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,AMBER
347,347,11852,SURCOT,EQ,SURYALAKSHMI COTTON MILLS LTD,0.01,1,,,0,10.0,INE713B01026,98.8,49.2,272.4,0.05,,,,0,0,0,73.8,49.2,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SURYALAXMI
348,348,11856,SHAALL,EQ,SHAH ALLOYS LIMITED,0.01,1,,,0,10.0,INE640C01011,135.2,13.5,250.0,3.4,,,,0,0,0,80.15,72.55,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SHAHALLOYS
349,349,1186,GLAPH,EQ,GLAND PHARMA LIMITED,0.01,1,,,0,1.0,INE068V01023,4350.0,2420.0,4350.0,1700.0,,,,0,0,0,2939.5,1959.7,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GLAND
350,350,11860,JKPAP,EQ,JK PAPER LIMITED,0.01,1,,,0,10.0,INE789E01012,387.4,192.0,387.4,21.71,,,,0,0,0,396.5,264.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,JKPAPER
351,351,11864,PRISEC,EQ,PRIME SECURITIES LTD,0.01,1,,,0,5.0,INE032B01021,132.55,75.85,343.95,1.05,,,,0,0,0,131.0,87.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,PRIMESECU
352,352,11868,FINTEC,EQ,63 MOONS TECHNOLOGIES LIMITED,0.01,1,,,0,2.0,INE111B01023,372.6,87.2,3044.7,39.55,,,,0,0,0,205.85,186.25,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,63MOONS
353,353,11872,GRANUL,EQ,GRANULES INDIA LIMITED,0.01,1,,,0,1.0,INE101D01020,404.8,226.95,437.95,2.53,,,,0,0,0,339.05,277.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GRANULES
354,354,11879,MERLIN,BE,MERCATOR LIMITED,0.01,1,,,0,1.0,INE934B01028,3.45,1.15,186.4,0.35,,,,0,0,0,1.5,1.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MERCATOR
355,355,11880,JSWHOL,EQ,JSW HOLDINGS LIMITED,0.01,1,,,0,10.0,INE824G01012,5617.95,2820.9,6000.0,115.0,,,,0,0,0,4027.95,2685.35,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,JSWHL
356,356,11884,MANIN,EQ,MAN INDUSTRIES INDIA LIMITED,0.01,1,,,0,5.0,INE993A01026,147.1,69.5,240.65,2.5,,,,0,0,0,98.85,65.95,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MANINDS
357,357,11891,AMTIND,BE,CASTEX TECHNOLOGIES LIMITED,0.01,1,,,0,2.0,INE068D01021,0.9,0.2,363.1,0.2,,,,0,0,0,0.85,0.75,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,CASTEXTECH
358,358,11892,VARSPI,EQ,VARDHMAN HOLDINGS LIMITED,0.01,1,,,0,10.0,INE701A01023,4680.0,2557.05,6200.0,22.0,,,,0,0,0,3561.8,2374.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,VHL
359,359,11896,GEOBNP,EQ,GEOJIT FINANCIAL SERVICES LTD,0.01,1,,,0,1.0,INE007B01023,101.0,43.35,147.05,8.86,,,,0,0,0,60.05,40.05,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GEOJITFSL
360,360,119,RUSRE1,BE,RUSHIL DECOR RIGHTS ENTITLEMEN,0.01,1,,,0,10.0,INE573K20017,49.25,16.0,49.25,16.0,,,,0,0,0,25.9,11.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,RUSHIL-RE
361,361,1190,FEDGOE,EQ,FEDERAL MOGUL GOETZE INDIA LTD,0.01,1,,,0,10.0,INE529A01010,319.6,202.35,666.45,27.5,,,,0,0,0,347.45,231.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,FMGOETZE
362,362,11905,GENOVE,EQ,GENUS POWER INFRASTRUCTURES LT,0.01,1,,,0,1.0,INE955D01029,112.5,53.5,112.5,6.21,,,,0,0,0,96.3,64.2,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GENUSPOWER
363,363,11909,SWEENE,EQ,SWELECT ENERGY SYSTEMS LIMITED,0.01,1,,,0,10.0,INE409B01013,468.0,204.15,468.0,43.45,,,,0,0,0,326.95,295.85,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SWELECTES
364,364,11915,YESBAN,EQ,YES BANK LIMITED,0.01,1,,,0,2.0,INE528G01035,16.25,10.5,404.0,5.65,,,,0,0,0,16.2,10.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,YESBANK
365,365,11919,MSPSTE,EQ,MSP STEEL & POWER LIMITED,0.01,1,,,0,10.0,INE752G01015,18.9,8.4,89.45,3.5,,,,0,0,0,12.1,8.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MSPL
366,366,11927,NECLIF,EQ,NECTAR LIFESCIENCES LIMITED,0.01,1,,,0,1.0,INE023H01027,43.8,20.75,60.9,7.1,,,,0,0,0,29.9,20.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,NECLIFE
367,367,11935,SPLIN,EQ,SPL INDUSTRIES LIMITED,0.01,1,,,0,10.0,INE978G01016,79.8,38.75,118.9,1.95,,,,0,0,0,60.1,40.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SPLIL
368,368,11939,ILFINV,EQ,HSBC INVESTDIRECT (INDIA) LIMI,0.01,1,,,0,10.0,INE800B01013,424.0,209.5,424.0,43.0,,,,0,0,0,472.8,315.2,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,HINVDIR
369,369,11943,MCLRUS,EQ,MCLEOD RUSSEL INDIA LIMITED,0.01,1,,,0,5.0,INE942G01012,36.4,18.05,386.45,1.85,,,,0,0,0,24.5,16.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MCLEODRUSS
370,370,11951,PADTEL,BE,PADMALAYA TELEFILMS LTD,0.01,1,,,0,10.0,INE243B01016,47.2,10.15,126.7,10.15,,,,0,0,0,14.85,9.95,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,PADMALAYAT
371,371,11957,IDFC,EQ,IDFC LIMITED,0.01,1,,,0,10.0,INE043D01016,70.2,41.65,235.0,13.25,,,,0,0,0,59.75,48.95,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,IDFC
372,372,1196,KANNER,EQ,KANSAI NEROLAC PAINTS,0.01,1,,,0,1.0,INE531A01024,675.0,358.15,680.0,2.16,,,,0,0,0,473.8,315.9,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,KANSAINER
373,373,11961,REVCP,EQ,REVATHI EQUIPMENT LIMITED,0.01,1,,,0,10.0,INE617A01013,958.8,517.1,1670.0,160.0,,,,0,0,0,833.0,555.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,REVATHI
374,374,11965,VIVLAB,EQ,VIVIMED LABS LIMITED,0.01,1,,,0,2.0,INE526G01021,26.5,7.6,493.0,6.2,,,,0,0,0,11.05,10.05,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,VIVIMEDLAB
375,375,11971,GOLINT,EQ,GOLDIAM INTERNATIONAL LIMITED,0.01,1,,,0,2.0,INE025B01025,229.8,114.2,229.8,2.12,,,,0,0,0,186.4,124.3,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GOLDIAM
376,376,11975,RANMA,EQ,RANE (MADRAS) LTD,0.01,1,,,0,10.0,INE050H01012,486.0,258.55,1050.0,23.5,,,,0,0,0,428.45,285.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,RML
377,377,11979,HTMED,EQ,HT MEDIA LIMITED,0.01,1,,,0,2.0,INE501G01024,39.2,18.45,266.0,7.6,,,,0,0,0,23.7,15.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,HTMEDIA
378,378,11983,SASCOM,EQ,SASKEN TECHNOLOGIES LIMITED,0.01,1,,,0,10.0,INE231F01020,1525.0,718.0,1525.0,35.3,,,,0,0,0,975.95,650.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SASKEN
379,379,11987,INDCOU,EQ,INDO COUNT INDUSTRIES LIMITED,0.01,1,,,0,2.0,INE483B01026,315.0,119.55,315.0,0.5,,,,0,0,0,160.55,107.05,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ICIL
380,380,1199,GOOGRO,EQ,GOODRICKE GROUP LTD,0.01,1,,,0,10.0,INE300A01016,0.0,0.0,153.0,24.1,,,,0,0,0,34.2,22.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GOODRICKE
381,381,11994,AMAREM,BE,AMAR REMEDIES LTD,0.01,1,,,0,10.0,INE787G01011,48.2,5.8,171.3,5.8,,,,0,0,0,6.05,5.55,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,AMAR
382,382,11996,RAJVIR,BE,RAJVIR INDUSTRIES LIMITED,0.01,1,,,0,10.0,INE011H01014,10.0,6.9,357.0,6.9,,,,0,0,0,8.75,7.95,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,RAJVIR
383,383,11999,FCSSOF,EQ,FCS SOFTWARE SOLUTIONS LIMITED,0.01,1,,,0,1.0,INE512B01022,8.3,1.2,15.4,0.05,,,,0,0,0,3.0,2.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,FCSSOFT
384,384,1200,MIRESG,EQ,MIRAE ASSET NIFTY100 ESG ETF,0.01,1,,,0,10.0,INF769K01GS9,32.7,25.49,32.7,21.75,,,,0,0,0,32.92,21.96,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MAESGETF
385,385,12007,BENSPL,EQ,BENCHMARK SPLIT CAP FUND -A,0.01,1,,,0,100.0,INF732E01086,150.0,106.0,150.0,71.0,,,,0,0,0,139.8,114.35,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,BSCFAUG08A
386,386,12008,BENSPB,EQ,BENCHMARK SPLIT CAP FUND ?B,0.01,1,,,0,100.0,INF732E01094,105.0,1.0,105.0,101.0,,,,0,0,0,115.5,94.5,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,BSCFAUG08B
387,387,12009,INDMO,EQ,INDIA MOTOR PARTS & ACCESSORIE,0.01,1,,,0,10.0,INE547E01014,920.0,706.35,966.0,37.67,,,,0,0,0,925.6,617.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,IMPAL
